,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
202,BAKEUSDT,ASTRUSDT,0.0,-4.94,-3.37,2.88,50
712,SXPUSDT,CTSIUSDT,0.0,-4.9,-3.37,1.96,45
826,ZILUSDT,BANDUSDT,0.01,-4.09,-3.37,0.02,44
644,RUNEUSDT,ARPAUSDT,0.01,-4.07,-3.37,39.36,43
793,XEMUSDT,PEOPLEUSDT,0.0,-5.28,-3.37,1.85,43
439,CTSIUSDT,ASTRUSDT,0.0,-5.15,-3.37,2.16,42
833,ZILUSDT,CTSIUSDT,0.01,-3.99,-3.37,0.19,40
700,SXPUSDT,ANTUSDT,0.01,-3.85,-3.37,0.12,40
825,ZILUSDT,AUDIOUSDT,0.0,-4.52,-3.37,0.1,39
234,BAKEUSDT,RSS3USDT,0.0,-4.17,-3.37,1.31,39
237,BAKEUSDT,SANDUSDT,0.0,-5.25,-3.37,0.31,39
440,CTSIUSDT,AUDIOUSDT,0.0,-5.33,-3.37,0.54,39
222,BAKEUSDT,ICXUSDT,0.0,-5.51,-3.37,0.87,38
201,BAKEUSDT,API3USDT,0.02,-3.77,-3.37,0.13,37
734,VETUSDT,ARUSDT,0.01,-3.89,-3.37,0.0,37
749,VETUSDT,HNTUSDT,0.01,-4.07,-3.37,0.01,37
702,SXPUSDT,ASTRUSDT,0.0,-4.94,-3.37,4.23,36
224,BAKEUSDT,KNCUSDT,0.0,-4.14,-3.37,0.26,36
102,1000LUNCUSDT,DARUSDT,0.04,-3.42,-3.37,0.83,36
247,BATUSDT,ASTRUSDT,0.0,-5.27,-3.37,3.85,36
435,CTSIUSDT,ALGOUSDT,0.04,-3.41,-3.37,0.65,35
677,SOLUSDT,LITUSDT,0.01,-3.87,-3.37,19.07,35
736,VETUSDT,AUDIOUSDT,0.0,-4.31,-3.37,0.09,35
576,ONTUSDT,CTCUSDT,0.01,-3.78,-3.37,0.5,35
485,GLMRUSDT,BSVUSDT,0.0,-4.11,-3.37,0.01,35
648,SANDUSDT,API3USDT,0.0,-4.39,-3.37,0.43,35
805,XTZUSDT,APEUSDT,0.01,-3.8,-3.37,0.24,35
480,GLMRUSDT,API3USDT,0.01,-3.93,-3.37,0.28,35
718,SXPUSDT,FLOWUSDT,0.01,-3.95,-3.37,0.27,34
110,1000LUNCUSDT,FXSUSDT,0.01,-3.83,-3.37,0.02,34
659,SOLUSDT,ALGOUSDT,0.01,-4.01,-3.37,91.9,34
615,REQUSDT,API3USDT,0.0,-4.25,-3.37,0.07,34
90,1000LUNCUSDT,BANDUSDT,0.0,-4.23,-3.37,0.08,33
146,1000LUNCUSDT,ZRXUSDT,0.0,-4.87,-3.37,0.61,33
236,BAKEUSDT,RVNUSDT,0.01,-3.78,-3.37,7.35,33
70,1000FLOKIUSDT,APEUSDT,0.04,-3.42,-3.37,0.01,33
91,1000LUNCUSDT,BELUSDT,0.01,-3.79,-3.37,0.22,33
489,GTCUSDT,1000BTTUSDT,0.01,-3.96,-3.37,2621.69,33
58,1000BTTUSDT,SHIB1000USDT,0.02,-3.65,-3.37,0.06,32
81,1000FLOKIUSDT,ZENUSDT,0.02,-3.62,-3.37,0.0,32
205,BAKEUSDT,BATUSDT,0.01,-4.11,-3.37,0.75,32
127,1000LUNCUSDT,OMGUSDT,0.02,-3.7,-3.37,0.1,32
511,JSTUSDT,BSWUSDT,0.02,-3.63,-3.37,0.13,32
777,XEMUSDT,GMTUSDT,0.01,-3.87,-3.37,0.11,32
211,BAKEUSDT,CTCUSDT,0.0,-4.43,-3.37,0.44,32
441,CTSIUSDT,BANDUSDT,0.0,-4.66,-3.37,0.08,32
120,1000LUNCUSDT,IOSTUSDT,0.01,-3.95,-3.37,13.99,31
220,BAKEUSDT,HNTUSDT,0.04,-3.43,-3.37,0.08,31
200,BAKEUSDT,ANTUSDT,0.0,-4.72,-3.37,0.08,31
794,XEMUSDT,RNDRUSDT,0.04,-3.4,-3.37,0.03,31
817,YGGUSDT,RSS3USDT,0.01,-3.83,-3.37,1.84,31
452,ETHWUSDT,BITUSDT,0.02,-3.6,-3.37,6.45,31
74,1000FLOKIUSDT,CVXUSDT,0.0,-4.67,-3.37,0.01,31
245,BATUSDT,ANTUSDT,0.01,-4.07,-3.37,0.11,31
784,XEMUSDT,IOSTUSDT,0.02,-3.73,-3.37,3.93,31
780,XEMUSDT,HOTUSDT,0.04,-3.41,-3.37,22.58,31
233,BAKEUSDT,ROSEUSDT,0.0,-4.22,-3.37,3.35,31
65,1000BTTUSDT,XLMUSDT,0.01,-3.77,-3.37,0.01,31
227,BAKEUSDT,LUNA2USDT,0.01,-3.83,-3.37,0.13,31
239,BAKEUSDT,SKLUSDT,0.02,-3.73,-3.37,4.61,31
765,XEMUSDT,ASTRUSDT,0.0,-4.2,-3.37,0.61,31
283,BTCUSDT,TRXUSDT,0.0,-4.62,-3.37,334201.79,30
226,BAKEUSDT,LPTUSDT,0.04,-3.42,-3.37,0.03,30
118,1000LUNCUSDT,ICXUSDT,0.01,-3.78,-3.37,0.66,30
602,QTUMUSDT,JSTUSDT,0.01,-4.05,-3.37,110.34,30
123,1000LUNCUSDT,LPTUSDT,0.01,-4.01,-3.37,0.02,30
216,BAKEUSDT,FXSUSDT,0.03,-3.54,-3.37,0.02,30
649,SANDUSDT,ASTRUSDT,0.0,-4.47,-3.37,9.26,29
726,SXPUSDT,OMGUSDT,0.0,-4.23,-3.37,0.19,29
477,GLMRUSDT,1000XECUSDT,0.01,-4.08,-3.37,12.97,29
788,XEMUSDT,LPTUSDT,0.0,-5.8,-3.37,0.01,29
133,1000LUNCUSDT,RVNUSDT,0.03,-3.52,-3.37,5.59,29
232,BAKEUSDT,REQUSDT,0.0,-4.71,-3.37,1.91,29
767,XEMUSDT,BELUSDT,0.0,-4.75,-3.37,0.06,29
437,CTSIUSDT,ANTUSDT,0.0,-5.05,-3.37,0.06,29
589,QNTUSDT,CREAMUSDT,0.04,-3.44,-3.37,10.98,29
62,1000BTTUSDT,SWEATUSDT,0.03,-3.56,-3.37,0.07,29
114,1000LUNCUSDT,HNTUSDT,0.03,-3.59,-3.37,0.06,29
38,1000BONKUSDT,NEOUSDT,0.01,-3.93,-3.37,0.0,29
758,VETUSDT,ROSEUSDT,0.04,-3.43,-3.37,0.42,29
454,FILUSDT,1000BTTUSDT,0.01,-4.07,-3.37,8873.22,29
725,SXPUSDT,MTLUSDT,0.01,-3.86,-3.37,0.25,29
723,SXPUSDT,KNCUSDT,0.03,-3.54,-3.37,0.39,29
438,CTSIUSDT,API3USDT,0.0,-4.9,-3.37,0.1,29
672,SOLUSDT,FTMUSDT,0.03,-3.51,-3.37,50.64,29
209,BAKEUSDT,CEEKUSDT,0.0,-4.88,-3.37,2.0,29
50,1000BTTUSDT,GFTUSDT,0.0,-4.25,-3.37,0.01,29
41,1000BTTUSDT,AAVEUSDT,0.01,-3.86,-3.37,0.0,28
621,RNDRUSDT,HOOKUSDT,0.02,-3.73,-3.37,0.63,28
276,BOBAUSDT,ACHUSDT,0.01,-3.79,-3.37,8.06,28
637,RPLUSDT,IOTAUSDT,0.03,-3.56,-3.37,184.07,28
472,FITFIUSDT,BLZUSDT,0.03,-3.58,-3.37,0.2,28
773,XEMUSDT,DUSKUSDT,0.04,-3.38,-3.37,0.22,28
768,XEMUSDT,COCOSUSDT,0.01,-3.98,-3.37,0.03,28
598,QTUMUSDT,CTCUSDT,0.01,-3.93,-3.37,6.73,28
88,1000LUNCUSDT,ASTRUSDT,0.0,-4.11,-3.37,2.19,28
486,GLMRUSDT,BSWUSDT,0.0,-4.63,-3.37,2.01,27
425,CELUSDT,ATOMUSDT,0.02,-3.61,-3.37,0.03,27
135,1000LUNCUSDT,SKLUSDT,0.01,-3.97,-3.37,3.51,27
131,1000LUNCUSDT,RSRUSDT,0.02,-3.67,-3.37,33.9,27
460,FILUSDT,BALUSDT,0.01,-3.81,-3.37,0.96,27
138,1000LUNCUSDT,TOMOUSDT,0.02,-3.71,-3.37,0.39,27
254,BITUSDT,JASMYUSDT,0.02,-3.6,-3.37,98.96,27
413,CELUSDT,10000NFTUSDT,0.02,-3.74,-3.37,85.77,27
374,BUSDUSDT,GTCUSDT,0.0,-5.25,-3.37,0.56,27
72,1000FLOKIUSDT,BCHUSDT,0.0,-4.51,-3.37,0.0,27
488,GTCUSDT,10000NFTUSDT,0.02,-3.76,-3.37,395.37,27
73,1000FLOKIUSDT,CRVUSDT,0.02,-3.6,-3.37,0.04,27
26,1000BONKUSDT,FTMUSDT,0.02,-3.74,-3.37,0.0,27
778,XEMUSDT,HIGHUSDT,0.0,-4.41,-3.37,0.02,27
735,VETUSDT,ASTRUSDT,0.0,-4.21,-3.37,0.36,27
203,BAKEUSDT,AUDIOUSDT,0.0,-4.41,-3.37,0.72,27
673,SOLUSDT,GRTUSDT,0.01,-3.82,-3.37,146.68,27
665,SOLUSDT,COMPUSDT,0.01,-3.86,-3.37,0.45,27
662,SOLUSDT,BICOUSDT,0.04,-3.46,-3.37,50.91,27
766,XEMUSDT,BAKEUSDT,0.01,-3.92,-3.37,0.21,27
69,1000FLOKIUSDT,AAVEUSDT,0.03,-3.58,-3.37,0.0,27
623,RNDRUSDT,LDOUSDT,0.0,-4.53,-3.37,0.47,27
77,1000FLOKIUSDT,SUNUSDT,0.01,-4.03,-3.37,6.14,27
841,ZILUSDT,HNTUSDT,0.01,-3.85,-3.37,0.01,27
849,ZILUSDT,OMGUSDT,0.0,-4.56,-3.37,0.02,27
575,ONTUSDT,API3USDT,0.04,-3.4,-3.37,0.15,27
501,HIGHUSDT,BLURUSDT,0.01,-3.84,-3.37,3.37,27
2,1000BONKUSDT,AKROUSDT,0.0,-4.34,-3.37,0.1,27
499,HIGHUSDT,AUDIOUSDT,0.04,-3.41,-3.37,8.62,27
30,1000BONKUSDT,ILVUSDT,0.01,-3.93,-3.37,0.0,27
824,ZILUSDT,ASTRUSDT,0.0,-4.75,-3.37,0.41,26
843,ZILUSDT,ICXUSDT,0.02,-3.76,-3.37,0.12,26
137,1000LUNCUSDT,TLMUSDT,0.0,-4.11,-3.37,7.65,26
422,CELUSDT,API3USDT,0.02,-3.68,-3.37,0.27,26
208,BAKEUSDT,C98USDT,0.03,-3.57,-3.37,0.8,26
755,VETUSDT,MTLUSDT,0.03,-3.57,-3.37,0.02,26
747,VETUSDT,GRTUSDT,0.03,-3.48,-3.37,0.17,26
495,HIGHUSDT,AKROUSDT,0.0,-4.82,-3.37,422.55,26
684,SOLUSDT,YFIUSDT,0.02,-3.75,-3.37,0.0,26
595,QTUMUSDT,ARPAUSDT,0.03,-3.49,-3.37,79.3,26
229,BAKEUSDT,MTLUSDT,0.0,-5.06,-3.37,0.17,26
193,ATOMUSDT,XTZUSDT,0.04,-3.43,-3.37,10.67,26
98,1000LUNCUSDT,CTCUSDT,0.01,-3.91,-3.37,0.33,26
143,1000LUNCUSDT,WOOUSDT,0.04,-3.42,-3.37,0.79,26
257,BITUSDT,SKLUSDT,0.04,-3.4,-3.37,12.8,25
173,AGLDUSDT,AKROUSDT,0.02,-3.72,-3.37,85.58,25
166,ADAUSDT,HBARUSDT,0.0,-4.78,-3.37,5.23,25
150,ADAUSDT,API3USDT,0.0,-4.24,-3.37,0.23,25
0,1000BONKUSDT,1INCHUSDT,0.01,-3.96,-3.37,0.0,25
140,1000LUNCUSDT,TWTUSDT,0.04,-3.41,-3.37,0.11,25
573,ONTUSDT,1000XECUSDT,0.04,-3.38,-3.37,7.16,25
830,ZILUSDT,CKBUSDT,0.0,-4.5,-3.37,6.13,25
786,XEMUSDT,LDOUSDT,0.02,-3.73,-3.37,0.02,25
704,SXPUSDT,BANDUSDT,0.04,-3.42,-3.37,0.16,25
49,1000BTTUSDT,ETHUSDT,0.0,-5.11,-3.37,0.0,25
678,SOLUSDT,LRCUSDT,0.02,-3.71,-3.37,63.21,25
661,SOLUSDT,ARUSDT,0.01,-3.83,-3.37,2.35,25
67,1000BTTUSDT,ZENUSDT,0.0,-4.68,-3.37,0.0,25
635,RPLUSDT,COCOSUSDT,0.0,-4.4,-3.37,24.65,25
614,REQUSDT,ANTUSDT,0.02,-3.67,-3.37,0.04,25
591,QTUMUSDT,1000BONKUSDT,0.02,-3.69,-3.37,5212.52,25
627,RNDRUSDT,STGUSDT,0.01,-3.97,-3.37,1.54,25
126,1000LUNCUSDT,NEARUSDT,0.01,-3.87,-3.37,0.07,25
502,HIGHUSDT,BOBAUSDT,0.02,-3.68,-3.37,9.34,25
491,GTCUSDT,APTUSDT,0.0,-4.39,-3.37,0.16,25
470,FITFIUSDT,ASTRUSDT,0.02,-3.7,-3.37,0.28,25
467,FITFIUSDT,ALPHAUSDT,0.0,-4.15,-3.37,0.17,25
116,1000LUNCUSDT,HOTUSDT,0.02,-3.74,-3.37,80.5,25
128,1000LUNCUSDT,PEOPLEUSDT,0.0,-5.85,-3.37,6.6,25
204,BAKEUSDT,AXSUSDT,0.01,-4.06,-3.37,0.02,24
436,CTSIUSDT,ANKRUSDT,0.02,-3.73,-3.37,4.32,24
828,ZILUSDT,BOBAUSDT,0.01,-3.94,-3.37,0.11,24
787,XEMUSDT,LINAUSDT,0.04,-3.4,-3.37,4.85,24
779,XEMUSDT,HOOKUSDT,0.0,-4.19,-3.37,0.02,24
579,ONTUSDT,FLOWUSDT,0.01,-4.01,-3.37,0.21,24
741,VETUSDT,CTCUSDT,0.03,-3.5,-3.37,0.05,24
707,SXPUSDT,BOBAUSDT,0.01,-3.89,-3.37,1.14,24
506,JASMYUSDT,10000NFTUSDT,0.01,-3.8,-3.37,1.18,24
443,CTSIUSDT,BOBAUSDT,0.0,-4.35,-3.37,0.58,24
415,CELUSDT,1000FLOKIUSDT,0.02,-3.71,-3.37,9.6,24
196,BAKEUSDT,1000LUNCUSDT,0.04,-3.42,-3.37,1.31,24
427,CELUSDT,BALUSDT,0.04,-3.39,-3.37,0.06,24
78,1000FLOKIUSDT,SWEATUSDT,0.01,-4.0,-3.37,3.98,24
321,BUSDUSDT,BNBUSDT,0.0,-4.98,-3.37,0.0,23
433,CTSIUSDT,1000XECUSDT,0.0,-4.78,-3.37,4.64,23
213,BAKEUSDT,DUSKUSDT,0.01,-3.85,-3.37,1.04,23
215,BAKEUSDT,ETCUSDT,0.03,-3.52,-3.37,0.01,23
647,SANDUSDT,ANTUSDT,0.0,-4.32,-3.37,0.26,23
225,BAKEUSDT,LOOKSUSDT,0.02,-3.67,-3.37,1.17,23
230,BAKEUSDT,OGNUSDT,0.01,-4.09,-3.37,1.59,23
666,SOLUSDT,COTIUSDT,0.02,-3.61,-3.37,256.9,23
238,BAKEUSDT,SCRTUSDT,0.03,-3.59,-3.37,0.26,23
808,YGGUSDT,CTCUSDT,0.02,-3.63,-3.37,0.61,23
89,1000LUNCUSDT,AUDIOUSDT,0.04,-3.46,-3.37,0.55,23
701,SXPUSDT,API3USDT,0.0,-4.97,-3.37,0.2,23
705,SXPUSDT,BATUSDT,0.03,-3.5,-3.37,1.1,23
790,XEMUSDT,MINAUSDT,0.0,-4.8,-3.37,0.05,23
711,SXPUSDT,CTCUSDT,0.0,-4.26,-3.37,0.64,23
586,ONTUSDT,SUNUSDT,0.04,-3.43,-3.37,33.4,23
44,1000BTTUSDT,BALUSDT,0.0,-4.4,-3.37,0.0,23
583,ONTUSDT,KNCUSDT,0.04,-3.43,-3.37,0.3,23
732,VETUSDT,ALICEUSDT,0.04,-3.46,-3.37,0.02,23
772,XEMUSDT,DARUSDT,0.01,-4.04,-3.37,0.23,23
739,VETUSDT,CKBUSDT,0.0,-4.21,-3.37,5.48,23
34,1000BONKUSDT,LITUSDT,0.0,-4.57,-3.37,0.0,23
580,ONTUSDT,GLMRUSDT,0.0,-4.4,-3.37,0.55,23
493,GTCUSDT,BNBUSDT,0.04,-3.47,-3.37,0.01,23
1,1000BONKUSDT,ACHUSDT,0.03,-3.57,-3.37,0.02,23
756,VETUSDT,NEARUSDT,0.02,-3.75,-3.37,0.01,23
124,1000LUNCUSDT,LUNA2USDT,0.01,-4.03,-3.37,0.1,23
606,QTUMUSDT,RSS3USDT,0.03,-3.52,-3.37,20.29,23
416,CELUSDT,1000XECUSDT,0.0,-4.32,-3.37,12.65,22
752,VETUSDT,INJUSDT,0.02,-3.74,-3.37,0.01,22
466,FITFIUSDT,AKROUSDT,0.0,-4.82,-3.37,3.42,22
54,1000BTTUSDT,LINKUSDT,0.02,-3.66,-3.37,0.0,22
63,1000BTTUSDT,TRXUSDT,0.02,-3.64,-3.37,0.01,22
235,BAKEUSDT,RUNEUSDT,0.03,-3.48,-3.37,0.13,22
51,1000BTTUSDT,JASMYUSDT,0.01,-4.07,-3.37,0.13,22
424,CELUSDT,ASTRUSDT,0.03,-3.48,-3.37,5.88,22
184,ALPHAUSDT,STGUSDT,0.04,-3.39,-3.37,0.14,21
191,ATOMUSDT,RSS3USDT,0.04,-3.4,-3.37,80.89,21
145,1000LUNCUSDT,ZECUSDT,0.02,-3.66,-3.37,0.0,21
813,YGGUSDT,KDAUSDT,0.0,-4.92,-3.37,0.26,21
370,BUSDUSDT,GFTUSDT,0.0,-5.07,-3.37,17.32,21
113,1000LUNCUSDT,HBARUSDT,0.02,-3.66,-3.37,2.29,21
774,XEMUSDT,EOSUSDT,0.04,-3.47,-3.37,0.03,21
240,BAKEUSDT,SLPUSDT,0.02,-3.61,-3.37,65.55,21
675,SOLUSDT,HNTUSDT,0.04,-3.45,-3.37,8.57,21
792,XEMUSDT,OGNUSDT,0.02,-3.76,-3.37,0.34,21
663,SOLUSDT,BOBAUSDT,0.02,-3.61,-3.37,82.69,21
47,1000BTTUSDT,DGBUSDT,0.01,-3.94,-3.37,0.07,21
703,SXPUSDT,AUDIOUSDT,0.0,-4.23,-3.37,1.06,21
361,BUSDUSDT,ETHWUSDT,0.0,-5.08,-3.37,0.29,21
469,FITFIUSDT,API3USDT,0.03,-3.58,-3.37,0.01,21
85,1000LUNCUSDT,ANTUSDT,0.01,-3.9,-3.37,0.06,21
798,XEMUSDT,SKLUSDT,0.0,-4.54,-3.37,0.98,21
802,XTZUSDT,1000BONKUSDT,0.0,-4.28,-3.37,1944.16,21
151,ADAUSDT,ASTRUSDT,0.04,-3.44,-3.37,5.0,21
16,1000BONKUSDT,COTIUSDT,0.0,-4.61,-3.37,0.01,21
115,1000LUNCUSDT,HOOKUSDT,0.03,-3.56,-3.37,0.08,21
270,BNXUSDT,AKROUSDT,0.02,-3.69,-3.37,141.44,21
782,XEMUSDT,ICXUSDT,0.0,-4.45,-3.37,0.19,21
134,1000LUNCUSDT,SCRTUSDT,0.03,-3.56,-3.37,0.2,21
130,1000LUNCUSDT,ROSEUSDT,0.01,-3.99,-3.37,2.55,21
584,ONTUSDT,MTLUSDT,0.02,-3.75,-3.37,0.19,21
414,CELUSDT,1000BTTUSDT,0.02,-3.75,-3.37,568.69,21
762,WAVESUSDT,1000BONKUSDT,0.0,-4.35,-3.37,4032.83,21
848,ZILUSDT,NEARUSDT,0.03,-3.57,-3.37,0.01,21
75,1000FLOKIUSDT,ETHUSDT,0.02,-3.75,-3.37,0.0,21
219,BAKEUSDT,HBARUSDT,0.01,-3.8,-3.37,3.01,21
106,1000LUNCUSDT,DUSKUSDT,0.0,-4.28,-3.37,0.79,21
847,ZILUSDT,MTLUSDT,0.0,-4.22,-3.37,0.02,21
68,1000FLOKIUSDT,1000BTTUSDT,0.05,-3.37,-3.37,59.13,21
100,1000LUNCUSDT,CVCUSDT,0.0,-4.17,-3.37,1.33,21
79,1000FLOKIUSDT,TRXUSDT,0.02,-3.64,-3.37,0.61,21
743,VETUSDT,DODOUSDT,0.0,-5.34,-3.37,0.12,21
94,1000LUNCUSDT,CEEKUSDT,0.01,-3.87,-3.37,1.52,21
769,XEMUSDT,CTCUSDT,0.03,-3.57,-3.37,0.09,21
603,QTUMUSDT,LITUSDT,0.02,-3.75,-3.37,2.77,21
279,BTCUSDT,ETHUSDT,0.01,-3.83,-3.37,14.23,20
504,ICPUSDT,1000BTTUSDT,0.01,-3.93,-3.37,7807.73,20
206,BAKEUSDT,BOBAUSDT,0.03,-3.56,-3.37,0.78,20
660,SOLUSDT,API3USDT,0.01,-3.84,-3.37,14.22,20
853,ZILUSDT,RVNUSDT,0.04,-3.4,-3.37,1.04,20
218,BAKEUSDT,GRTUSDT,0.01,-3.79,-3.37,1.38,20
71,1000FLOKIUSDT,ARPAUSDT,0.03,-3.49,-3.37,1.09,20
753,VETUSDT,IOSTUSDT,0.0,-5.52,-3.37,2.32,20
571,OCEANUSDT,AKROUSDT,0.01,-3.85,-3.37,68.35,20
604,QTUMUSDT,NKNUSDT,0.03,-3.47,-3.37,28.22,20
738,VETUSDT,BOBAUSDT,0.03,-3.56,-3.37,0.1,20
676,SOLUSDT,ILVUSDT,0.04,-3.39,-3.37,0.27,20
733,VETUSDT,API3USDT,0.0,-4.49,-3.37,0.02,19
582,ONTUSDT,JSTUSDT,0.02,-3.71,-3.37,8.26,19
39,1000BONKUSDT,NKNUSDT,0.0,-4.31,-3.37,0.01,19
728,SXPUSDT,RSS3USDT,0.01,-3.84,-3.37,1.93,19
82,1000LUNCUSDT,1000XECUSDT,0.01,-4.0,-3.37,4.71,19
727,SXPUSDT,ROSEUSDT,0.02,-3.61,-3.37,4.93,19
465,FITFIUSDT,1000FLOKIUSDT,0.04,-3.4,-3.37,0.46,19
754,VETUSDT,IOTXUSDT,0.01,-3.97,-3.37,0.98,19
35,1000BONKUSDT,LRCUSDT,0.01,-3.79,-3.37,0.0,19
429,CFXUSDT,SWEATUSDT,0.03,-3.56,-3.37,19.32,19
719,SXPUSDT,GLMRUSDT,0.02,-3.68,-3.37,0.7,19
86,1000LUNCUSDT,API3USDT,0.02,-3.71,-3.37,0.1,19
132,1000LUNCUSDT,RSS3USDT,0.02,-3.65,-3.37,1.0,19
76,1000FLOKIUSDT,LINKUSDT,0.01,-3.82,-3.37,0.01,19
122,1000LUNCUSDT,IOTXUSDT,0.04,-3.38,-3.37,5.9,19
625,RNDRUSDT,SFPUSDT,0.05,-3.37,-3.37,2.66,19
641,RSS3USDT,1000BONKUSDT,0.0,-4.41,-3.37,256.6,19
475,GALAUSDT,SWEATUSDT,0.01,-3.96,-3.37,3.58,19
121,1000LUNCUSDT,IOTAUSDT,0.0,-4.67,-3.37,0.68,19
64,1000BTTUSDT,WAVESUSDT,0.03,-3.58,-3.37,0.0,19
108,1000LUNCUSDT,ENSUSDT,0.01,-3.86,-3.37,0.01,19
650,SANDUSDT,AUDIOUSDT,0.0,-4.72,-3.37,2.31,19
657,SOLUSDT,ACHUSDT,0.03,-3.57,-3.37,666.5,19
444,DODOUSDT,1000BONKUSDT,0.01,-3.93,-3.37,347.95,19
80,1000FLOKIUSDT,UNIUSDT,0.03,-3.54,-3.37,0.01,19
757,VETUSDT,OMGUSDT,0.04,-3.44,-3.37,0.02,19
446,DUSKUSDT,10000NFTUSDT,0.05,-3.37,-3.37,40.27,19
363,BUSDUSDT,FILUSDT,0.0,-5.25,-3.37,0.16,19
111,1000LUNCUSDT,GALUSDT,0.02,-3.65,-3.37,0.09,19
53,1000BTTUSDT,LINAUSDT,0.01,-4.02,-3.37,0.08,19
680,SOLUSDT,ONEUSDT,0.01,-3.94,-3.37,1069.12,19
696,SUSHIUSDT,1000BONKUSDT,0.02,-3.63,-3.37,2107.07,19
697,SWEATUSDT,1000BONKUSDT,0.0,-4.15,-3.37,18.0,19
667,SOLUSDT,CROUSDT,0.01,-3.93,-3.37,285.01,19
601,QTUMUSDT,FLOWUSDT,0.01,-3.97,-3.37,2.87,19
759,VETUSDT,RSS3USDT,0.01,-4.11,-3.37,0.17,19
97,1000LUNCUSDT,COCOSUSDT,0.0,-4.11,-3.37,0.09,19
500,HIGHUSDT,BANDUSDT,0.01,-4.08,-3.37,1.33,19
797,XEMUSDT,SANDUSDT,0.04,-3.45,-3.37,0.07,19
836,ZILUSDT,DODOUSDT,0.0,-4.59,-3.37,0.14,19
280,BTCUSDT,OPUSDT,0.03,-3.56,-3.37,9133.09,19
23,1000BONKUSDT,ETCUSDT,0.01,-3.82,-3.37,0.0,19
15,1000BONKUSDT,COMPUSDT,0.0,-4.21,-3.37,0.0,19
776,XEMUSDT,FITFIUSDT,0.01,-3.81,-3.37,2.19,19
568,MAGICUSDT,SWEATUSDT,0.04,-3.44,-3.37,131.04,19
24,1000BONKUSDT,FETUSDT,0.02,-3.74,-3.37,0.0,19
785,XEMUSDT,IOTAUSDT,0.0,-4.35,-3.37,0.19,19
831,ZILUSDT,COCOSUSDT,0.0,-4.14,-3.37,0.02,19
250,BITUSDT,CELUSDT,0.02,-3.73,-3.37,1.36,19
246,BATUSDT,API3USDT,0.01,-4.1,-3.37,0.18,19
822,ZILUSDT,ANTUSDT,0.01,-4.04,-3.37,0.01,19
241,BAKEUSDT,SUSHIUSDT,0.04,-3.47,-3.37,0.16,19
14,1000BONKUSDT,CHZUSDT,0.03,-3.54,-3.37,0.0,19
17,1000BONKUSDT,CROUSDT,0.01,-3.94,-3.37,0.01,19
807,YGGUSDT,COTIUSDT,0.02,-3.75,-3.37,3.38,19
9,1000BONKUSDT,AVAXUSDT,0.0,-4.15,-3.37,0.0,19
496,HIGHUSDT,ALICEUSDT,0.04,-3.45,-3.37,1.43,19
764,XEMUSDT,API3USDT,0.01,-3.8,-3.37,0.03,19
761,WAVESUSDT,10000NFTUSDT,0.03,-3.49,-3.37,502.14,19
681,SOLUSDT,RSS3USDT,0.03,-3.53,-3.37,139.54,18
428,CELUSDT,BCHUSDT,0.02,-3.69,-3.37,0.0,18
838,ZILUSDT,FLOWUSDT,0.0,-4.19,-3.37,0.03,18
510,JSTUSDT,BSVUSDT,0.0,-4.24,-3.37,0.0,18
509,JSTUSDT,AKROUSDT,0.0,-4.27,-3.37,4.93,18
844,ZILUSDT,ILVUSDT,0.02,-3.65,-3.37,0.0,18
450,EGLDUSDT,APEUSDT,0.04,-3.4,-3.37,9.08,18
567,MAGICUSDT,SSVUSDT,0.0,-5.17,-3.37,0.03,18
456,FILUSDT,1000XECUSDT,0.0,-4.34,-3.37,197.24,18
566,MAGICUSDT,GFTUSDT,0.04,-3.47,-3.37,23.13,18
751,VETUSDT,ILVUSDT,0.02,-3.74,-3.37,0.0,18
418,CELUSDT,AGIXUSDT,0.02,-3.72,-3.37,0.9,18
66,1000BTTUSDT,XNOUSDT,0.01,-3.82,-3.37,0.0,17
394,BUSDUSDT,LINAUSDT,0.0,-5.26,-3.37,118.96,17
597,QTUMUSDT,CROUSDT,0.03,-3.58,-3.37,41.44,17
760,VETUSDT,SOLUSDT,0.04,-3.39,-3.37,0.0,17
12,1000BONKUSDT,C98USDT,0.01,-3.98,-3.37,0.0,17
652,SANDUSDT,AXSUSDT,0.01,-4.05,-3.37,0.07,17
656,SOLUSDT,1000BONKUSDT,0.01,-3.81,-3.37,35865.69,17
403,BUSDUSDT,MATICUSDT,0.0,-5.41,-3.37,0.89,17
155,ADAUSDT,BSWUSDT,0.01,-3.93,-3.37,1.67,17
142,1000LUNCUSDT,WAVESUSDT,0.03,-3.5,-3.37,0.06,17
221,BAKEUSDT,ICPUSDT,0.03,-3.51,-3.37,0.04,17
207,BAKEUSDT,BSVUSDT,0.04,-3.39,-3.37,0.01,17
408,BUSDUSDT,NKNUSDT,0.0,-5.35,-3.37,9.58,17
628,RNDRUSDT,TOMOUSDT,0.01,-3.78,-3.37,3.29,17
851,ZILUSDT,ROSEUSDT,0.0,-4.23,-3.37,0.47,17
564,MAGICUSDT,10000NFTUSDT,0.01,-3.79,-3.37,293.76,17
117,1000LUNCUSDT,ICPUSDT,0.01,-3.95,-3.37,0.03,17
468,FITFIUSDT,ANTUSDT,0.04,-3.39,-3.37,0.01,17
